,id,seccion,agrupacion_ganadora,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_perc,FRENTE LIBER.AR_perc,FRENTE PATRIOTA FEDERAL_perc,HACEMOS POR NUESTRO PAIS_perc,JUNTOS POR EL CAMBIO_perc,LA LIBERTAD AVANZA_perc,MOVIMIENTO AL SOCIALISMO_perc,MOVIMIENTO DE ACCION VECINAL_perc,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_perc,MOVIMIENTO LIBRES DEL SUR_perc,POLITICA OBRERA_perc,PRINCIPIOS Y VALORES_perc,PROYECTO JOVEN_perc,UNION DEL CENTRO DEMOCRATICO_perc,UNION POR LA PATRIA_perc,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD_votos,FRENTE LIBER.AR_votos,FRENTE PATRIOTA FEDERAL_votos,HACEMOS POR NUESTRO PAIS_votos,JUNTOS POR EL CAMBIO_votos,LA LIBERTAD AVANZA_votos,MOVIMIENTO AL SOCIALISMO_votos,MOVIMIENTO DE ACCION VECINAL_votos,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD_votos,MOVIMIENTO LIBRES DEL SUR_votos,POLITICA OBRERA_votos,PRINCIPIOS Y VALORES_votos,PROYECTO JOVEN_votos,UNION DEL CENTRO DEMOCRATICO_votos,UNION POR LA PATRIA_votos,Participacion,electores,votantes,BLANCO_perc,IMPUGNADO_perc,NULO_perc,BLANCO_votos,IMPUGNADO_votos
434,SAN JUAN_IGLESIA,"Iglesia, San Juan",LA LIBERTAD AVANZA,0.9,0,0.93,1.41,26.05,40.26,0.07,1.04,1.06,0.42,0.42,0,0,0,27.44,41,0,42,64,1181,1825,3,47,48,19,19,0,0,0,1244,60.39,8018,4842,5.51,0,0.87,267,0
435,SAN JUAN_JACHAL,"Jachal, San Juan",UNION POR LA PATRIA,1.08,0,0.58,1.82,25.65,24.76,0.51,0.43,0.84,0.17,0.63,0,0.03,0,43.51,155,0,83,261,3675,3548,73,61,120,25,90,0,4,0,6234,75.69,20043,15170,4.13,0.02,1.39,627,3
436,SAN JUAN_POCITO,"Pocito, San Juan",LA LIBERTAD AVANZA,1.47,0.01,0.35,1.2,19.53,41.21,0,0.31,0.94,0.99,0.38,0.38,0,0,33.24,490,2,116,399,6518,13751,0,105,315,329,126,127,0,0,11091,70.65,49628,35062,3.59,0.08,1.16,1258,28
437,SAN JUAN_RAWSON,"Rawson, San Juan",LA LIBERTAD AVANZA,1.44,0.01,0.25,2.16,25.12,38.69,0.36,0.2,0.66,0.99,0.28,0.31,0,0,29.53,955,6,167,1437,16686,25696,241,132,436,656,186,204,0,2,19612,69.01,100596,69420,2.93,0.07,1.32,2037,48
438,SAN JUAN_RIVADAVIA,"Rivadavia, San Juan",JUNTOS POR EL CAMBIO,1.49,0.01,0.21,1.92,36.01,32.51,0.26,0.18,0.49,0.42,0.21,0.37,0,0,25.92,769,3,110,993,18627,16818,135,94,253,219,110,191,2,1,13409,71.75,75223,53971,2.91,0.05,1.18,1572,28
439,SAN JUAN_SAN MARTIN,"San Martin, San Juan",LA LIBERTAD AVANZA,0.99,0,0.43,1.48,17.9,40.25,0.4,0.27,0.71,0.38,0.45,0,0,0,36.74,70,0,30,104,1260,2834,28,19,50,27,32,0,0,0,2587,72.01,10482,7548,5.47,0.07,1.18,413,5
440,SAN JUAN_SANTA LUCIA,"Santa Lucia, San Juan",JUNTOS POR EL CAMBIO,1.56,0.31,0.19,1.71,38.94,33.14,0.26,0.17,0.39,0.57,0.22,0.09,0,0,22.45,469,93,57,515,11704,9960,77,51,118,172,65,28,0,0,6747,69.92,45066,31511,3.24,0.04,1.33,1022,14
441,SAN JUAN_SARMIENTO,"Sarmiento, San Juan",LA LIBERTAD AVANZA,0.7,0,0.45,0.96,23.59,43.53,0.37,0.32,0.64,0.32,0.54,0,0,0.01,28.57,94,0,60,129,3163,5837,49,43,86,43,73,0,0,1,3830,71.71,19735,14151,4.37,0.03,0.85,619,4
442,SAN JUAN_ULLUM,"Ullum, San Juan",UNION POR LA PATRIA,0.56,0,0.25,0.48,14.68,26.41,0.31,0.53,0.84,2.11,0.48,0,0,0,53.35,20,0,9,17,522,939,11,19,30,75,17,0,0,0,1897,76.44,4787,3659,2.49,0,0.33,91,0
443,SAN JUAN_VALLE FERTIL,"Valle Fertil, San Juan",UNION POR LA PATRIA,0.51,0,0.47,1.72,26.95,28.88,0.25,0.25,0.56,1.16,0.4,0,0,0,38.84,23,0,21,77,1204,1290,11,11,25,52,18,0,0,0,1735,67.39,6888,4642,2.87,0.02,0.88,133,1
444,SAN JUAN_ZONDA,"Zonda, San Juan",UNION POR LA PATRIA,0.88,0,0.28,0.6,19.51,31.56,0.6,0.03,0.5,0.44,0.28,0,0,0,45.31,28,0,9,19,620,1003,19,1,16,14,9,0,0,0,1440,68.88,4804,3309,3.08,0.06,0.82,102,2
445,SAN LUIS_AYACUCHO,"Ayacucho, San Luis",LA LIBERTAD AVANZA,1.38,0,0.76,3.19,21.81,44.31,0.42,0.54,0.65,0.75,0.51,0.04,0,0.02,25.62,159,0,88,369,2521,5121,48,62,75,87,59,5,0,2,2961,65.11,19035,12394,5.31,0.02,1.43,658,2
446,SAN LUIS_BELGRANO,"Belgrano, San Luis",LA LIBERTAD AVANZA,1.22,0,1.12,1.58,24.25,40.68,0.33,0.79,0.79,1.02,0.79,0.07,0,0.03,27.32,37,0,34,48,735,1233,10,24,24,31,24,2,0,1,828,68.21,4747,3238,5.5,0.34,0.56,178,11
447,SAN LUIS_CHACABUCO,"Chacabuco, San Luis",LA LIBERTAD AVANZA,1.26,0,0.57,4.41,23.21,48.02,0.26,0.29,0.73,0.53,0.48,0.06,0.01,0.02,20.16,158,0,71,553,2910,6021,33,36,91,67,60,8,1,2,2528,63.44,20964,13300,4.42,0.02,1.28,588,3
448,SAN LUIS_CORONEL PRINGLES,"Coronel Pringles, San Luis",LA LIBERTAD AVANZA,1.01,0.01,0.37,1.77,25.61,48.84,0.23,0.35,0.38,0.47,0.26,0.06,0,0,20.63,84,1,31,148,2137,4075,19,29,32,39,22,5,0,0,1721,68.28,13094,8941,4.94,0.2,1.54,442,18
449,SAN LUIS_GENERAL PEDERNERA,"General Pedernera, San Luis",LA LIBERTAD AVANZA,1.18,0.03,0.35,3.38,24.85,51.85,0.28,0.26,0.39,0.58,0.32,0.7,0.01,0.01,15.8,919,21,272,2635,19365,40398,219,203,307,454,249,542,10,11,12312,70.05,116553,81643,3.05,0.04,1.48,2491,29
450,SAN LUIS_GOBERNADOR DUPUY,"Gobernador Dupuy, San Luis",LA LIBERTAD AVANZA,0.65,0.02,0.72,1.55,27.92,43.27,0.28,0.42,0.77,0.49,0.57,0.03,0.02,0,23.29,40,1,44,95,1708,2647,17,26,47,30,35,2,1,0,1425,58.29,11293,6583,6.47,0.05,0.55,426,3
451,SAN LUIS_JUAN MARTIN DE PUEYRREDON,"Juan Martin De Pueyrredon, San Luis",LA LIBERTAD AVANZA,1.68,0.14,0.39,2.43,23.71,51.1,0.35,0.28,0.46,1.5,0.36,0.35,0.02,0.01,17.22,2187,185,503,3155,30780,66331,451,358,592,1952,465,454,24,9,22358,69.06,197874,136652,3.37,0.17,1.47,4600,239
452,SAN LUIS_JUNIN,"Junin, San Luis",LA LIBERTAD AVANZA,1.65,0.06,0.29,5.79,27.23,41.58,0.31,0.24,0.39,0.46,0.29,0.99,0.01,0.01,20.69,348,12,61,1218,5728,8747,66,50,81,97,62,208,3,2,4353,65.4,33732,22062,2.97,0.07,1.61,655,16
453,SAN LUIS_LIBERTADOR GENERAL SAN MARTIN,"Libertador General San Martin, San Luis",LA LIBERTAD AVANZA,0.35,0,0.9,1.64,27.15,35.08,0.43,0.59,0.59,0.47,0.43,0.04,0,0,32.34,9,0,23,42,695,898,11,15,15,12,11,1,0,0,828,62,4450,2759,6.23,0.07,0.91,172,2
454,SANTA CRUZ_CORPEN AIKE,"Corpen Aike, Santa Cruz",LA LIBERTAD AVANZA,1.33,0,0.14,1.55,20.51,42.09,0.2,0.05,0.19,0.1,0.22,0.02,0,0,33.61,78,0,8,91,1207,2477,12,3,11,6,13,1,0,0,1978,73.7,11598,8548,30.51,0.06,0.58,2608,5
455,SANTA CRUZ_DESEADO,"Deseado, Santa Cruz",LA LIBERTAD AVANZA,2.85,0.03,0.15,3.9,19.83,43.92,0.26,0.11,0.33,0.87,0.37,0.08,0,0,27.28,1243,12,65,1700,8643,19147,114,49,146,381,162,36,1,2,11890,67.44,100131,67531,33.52,0.31,1.61,22639,212
456,SANTA CRUZ_GÜER AIKE,"Güer Aike, Santa Cruz",LA LIBERTAD AVANZA,2.42,0,0.16,2.57,24.95,38.4,0.38,0.1,0.26,0.3,0.31,0.03,0.01,0,30.11,1351,0,87,1439,13954,21481,212,57,144,167,174,19,3,1,16844,71.33,106299,75828,24.94,0.07,1.23,18908,52
457,SANTA CRUZ_LAGO ARGENTINO,"Lago Argentino, Santa Cruz",UNION POR LA PATRIA,3.15,0,0.28,1.76,17.28,36.09,0.43,0.18,0.31,0.32,0.17,0.05,0,0.01,39.95,361,0,32,202,1978,4130,49,21,36,37,20,6,0,1,4572,65.1,22121,14401,18.55,0.28,1.69,2671,41
458,SANTA CRUZ_LAGO BUENOS AIRES,"Lago Buenos Aires, Santa Cruz",LA LIBERTAD AVANZA,1.93,0,0.08,1.52,17.9,41.86,0.29,0.02,0.21,0.08,0.19,0.04,0,0,35.88,93,0,4,73,862,2016,14,1,10,4,9,2,0,0,1728,63.6,10962,6972,29.37,0.2,1.35,2048,14
459,SANTA CRUZ_MAGALLANES,"Magallanes, Santa Cruz",LA LIBERTAD AVANZA,2.5,0,0.17,2.91,24.78,48.32,0.21,0.06,0.19,0.19,0.43,0.02,0,0,20.2,117,0,8,136,1158,2258,10,3,9,9,20,1,0,0,944,68.18,10403,7093,32.88,0.1,1.14,2332,7
460,SANTA CRUZ_RIO CHICO,"Rio Chico, Santa Cruz",LA LIBERTAD AVANZA,3.14,0,0.31,2.34,19.03,41.87,0.18,0.25,0.18,0.18,0.31,0,0,0,32.2,51,0,5,38,309,680,3,4,3,3,5,0,0,0,523,69.22,3886,2690,37.99,0.56,1.08,1022,15
461,SANTA FE_9 DE JULIO,"9 De Julio, Santa Fe",LA LIBERTAD AVANZA,0.47,0.4,0.04,2.98,26.2,45.8,0.36,0.18,0.21,0.27,0.23,0.52,0.01,0.06,22.27,76,65,6,483,4246,7421,58,29,34,44,37,85,1,10,3609,64.31,26798,17234,4.01,0.05,1.92,691,8
462,SANTA FE_BELGRANO,"Belgrano, Santa Fe",LA LIBERTAD AVANZA,1.18,0,0.18,7.99,32.82,40.3,0.21,0.1,0.32,0.17,0.12,1.13,0.11,0.18,15.19,309,0,48,2102,8630,10596,56,25,84,46,32,297,28,47,3994,70.32,39434,27731,3.74,0.05,1.4,1036,14
463,SANTA FE_CASEROS,"Caseros, Santa Fe",JUNTOS POR EL CAMBIO,1.21,0.01,0.19,6.31,36.58,36.48,0.34,0.13,0.36,0.25,0.22,1.52,0.28,0.17,15.94,560,5,89,2929,16973,16929,159,61,169,114,100,706,131,78,7397,68.83,72274,49748,4.52,0.09,2.12,2251,43
464,SANTA FE_CASTELLANOS,"Castellanos, Santa Fe",LA LIBERTAD AVANZA,0.86,0.21,0.01,8.69,36.67,37.12,0.27,0.12,0.33,0.19,0.16,0.79,0,0,14.59,845,210,7,8562,36144,36592,264,119,322,189,153,775,1,1,14386,69.19,150694,104265,3.26,0.07,2.13,3401,70
465,SANTA FE_CONSTITUCION,"Constitucion, Santa Fe",LA LIBERTAD AVANZA,1.88,0,0.16,4.17,32.61,34.37,0.35,0.13,0.51,0.24,0.19,1.74,0.19,0.23,23.24,969,2,82,2147,16798,17707,178,69,263,123,99,894,96,118,11971,72.12,76627,55266,4.04,0.08,2.67,2234,42
466,SANTA FE_GARAY,"Garay, Santa Fe",LA LIBERTAD AVANZA,0.7,0.41,0.12,1.98,28.53,41.56,0.24,0.17,0.34,0.16,0.22,0.69,0.09,0.19,24.59,83,48,14,235,3381,4924,29,20,40,19,26,82,11,23,2914,63.84,19882,12692,4.09,0.1,2.45,519,13
467,SANTA FE_GENERAL LOPEZ,"General Lopez, Santa Fe",LA LIBERTAD AVANZA,1.08,0,0.12,4.78,35.58,39.85,0.23,0.09,0.23,0.21,0.22,1.54,0.25,0.15,15.65,1174,0,135,5169,38511,43130,252,99,253,229,241,1668,269,163,16939,68.34,166949,114087,3.24,0.07,1.82,3696,84
468,SANTA FE_GENERAL OBLIGADO,"General Obligado, Santa Fe",LA LIBERTAD AVANZA,0.94,0.16,0.2,3.05,30.9,38.63,0.33,0.18,0.33,0.36,0.26,0.9,0.06,0.13,23.59,902,150,194,2931,29655,37073,314,168,321,343,245,860,53,124,22634,66.43,153894,102231,3.82,0.09,2.22,3901,89
469,SANTA FE_IRIONDO,"Iriondo, Santa Fe",LA LIBERTAD AVANZA,1.34,0.07,0.22,6.1,31.4,39.26,0.32,0.15,0.43,0.28,0.23,1.42,0.13,0.19,18.46,537,29,86,2441,12559,15703,128,60,172,110,92,568,53,74,7384,71.24,59887,42663,4.26,0.08,1.92,1817,33
470,SANTA FE_LA CAPITAL,"La Capital, Santa Fe",LA LIBERTAD AVANZA,1.61,0.36,0.16,2.89,33.67,35.96,0.31,0.11,0.37,0.31,0.21,1.52,0.21,0.05,22.26,4594,1031,453,8274,96335,102896,894,315,1054,893,612,4336,607,131,63690,66.23,457221,302840,2.81,0.06,2.66,8497,169
471,SANTA FE_LAS COLONIAS,"Las Colonias, Santa Fe",LA LIBERTAD AVANZA,0.73,0.28,0,3.85,36.47,43.34,0.28,0.11,0.35,0.22,0.18,1.34,0.12,0,12.75,444,170,0,2354,22325,26533,169,68,216,133,112,822,71,0,7804,71.36,91070,64990,3.7,0.15,1.96,2403,95
472,SANTA FE_ROSARIO,"Rosario, Santa Fe",LA LIBERTAD AVANZA,2.66,0.25,0.15,2.6,32.12,33.4,0.35,0.13,0.45,0.39,0.19,1.79,0.03,0,25.49,17102,1594,958,16731,206688,214942,2239,851,2883,2510,1197,11544,189,28,164011,65.27,1053869,687817,3.38,0.09,2.97,23266,636
473,SANTA FE_SAN CRISTOBAL,"San Cristobal, Santa Fe",LA LIBERTAD AVANZA,0.98,0.24,0.01,6.86,33.54,37.38,0.27,0.15,0.29,0.19,0.2,0.64,0,0,19.25,341,84,2,2389,11679,13018,93,53,100,67,71,224,0,0,6703,61.2,60546,37057,4.06,0.16,1.8,1506,60
474,SANTA FE_SAN JAVIER,"San Javier, Santa Fe",LA LIBERTAD AVANZA,0.57,0.43,0.16,2.42,28.77,34.9,0.19,0.13,0.28,0.11,0.17,0.95,0.06,0.2,30.66,89,68,25,378,4498,5457,29,21,44,17,27,148,10,31,4793,60.12,27838,16737,4,0.07,2.51,670,12
475,SANTA FE_SAN JERONIMO,"San Jeronimo, Santa Fe",LA LIBERTAD AVANZA,1.11,0.4,0.15,4.46,33.14,37.42,0.32,0.16,0.34,0.2,0.18,1.22,0.15,0.2,20.56,498,181,69,2008,14924,16850,143,70,151,88,82,549,66,90,9260,68.45,70162,48028,4.03,0.14,2.08,1936,65
476,SANTA FE_SAN JUSTO,"San Justo, Santa Fe",LA LIBERTAD AVANZA,0.64,0.35,0,4.35,36.62,37.98,0.28,0.15,0.32,0.56,0.15,0.87,0.11,0,17.62,153,83,0,1043,8780,9107,68,36,77,134,37,208,26,0,4226,68.38,37209,25443,3.73,0.01,2.02,948,3
477,SANTA FE_SAN LORENZO,"San Lorenzo, Santa Fe",LA LIBERTAD AVANZA,1.68,0.1,0.17,3.59,27.47,41.66,0.28,0.12,0.33,0.27,0.26,1.8,0.23,0.2,21.84,1746,101,172,3725,28503,43227,291,129,341,284,270,1868,238,205,22658,70.25,156959,110256,3.35,0.04,2.5,3698,49
478,SANTA FE_SAN MARTIN,"San Martin, Santa Fe",LA LIBERTAD AVANZA,0.77,0.32,0.14,8.06,33.14,41.2,0.27,0.11,0.23,0.53,0.19,1.04,0.09,0.19,13.72,278,116,52,2902,11930,14829,96,39,83,189,68,373,31,70,4940,69.48,55220,38367,3.7,0.08,2.4,1419,32
479,SANTA FE_VERA,"Vera, Santa Fe",LA LIBERTAD AVANZA,0.56,0.31,0.05,2.92,28.12,36.1,0.36,0.22,0.33,0.28,0.3,1.15,0.13,0.1,29.06,145,81,14,760,7308,9381,94,56,86,74,77,300,35,25,7552,60.56,46301,28042,4.97,0.1,2.26,1393,27
480,SANTIAGO DEL ESTERO_AGUIRRE,"Aguirre, Santiago Del Estero",UNION POR LA PATRIA,0.34,0,0.09,1.08,24.29,21.15,0.29,0.09,0.16,0.22,0.04,0,0,0,52.25,15,0,4,48,1081,941,13,4,7,10,2,0,0,0,2325,61.56,7471,4599,2.39,0.11,0.74,110,5
481,SANTIAGO DEL ESTERO_ALBERDI,"Alberdi, Santiago Del Estero",UNION POR LA PATRIA,0.83,0.04,0.1,0.61,5.31,23.4,0.22,0.13,0.16,0.56,0.16,0,0.01,0,68.46,68,3,8,50,434,1913,18,11,13,46,13,0,1,0,5597,57.75,14441,8340,1.55,0.1,0.34,129,8
482,SANTIAGO DEL ESTERO_ATAMISQUI,"Atamisqui, Santiago Del Estero",UNION POR LA PATRIA,0.16,0,0.19,0.97,4.52,20.02,0.07,0.11,0.1,0.68,0.05,0,0,0,73.12,12,0,14,71,331,1466,5,8,7,50,4,0,0,0,5353,69.76,10755,7503,1.96,0.11,0.36,147,8
483,SANTIAGO DEL ESTERO_AVELLANEDA,"Avellaneda, Santiago Del Estero",UNION POR LA PATRIA,0.66,0.1,0.16,0.94,6.64,23.3,0.25,0.11,0.12,0.23,0.14,0,0,0.01,67.35,82,12,20,117,826,2899,31,14,15,29,17,0,0,1,8380,64.76,19720,12770,2,0.14,0.42,255,18
484,SANTIAGO DEL ESTERO_BANDA,"Banda, Santiago Del Estero",UNION POR LA PATRIA,1.14,0.03,0.16,1.5,10.48,28.93,0.27,0.15,0.27,2.34,0.34,0.01,0.02,0,54.35,949,21,131,1249,8715,24054,227,127,228,1947,281,6,18,0,45193,65.92,135370,89231,5.86,0.17,0.79,5227,156
485,SANTIAGO DEL ESTERO_BELGRANO,"Belgrano, Santiago Del Estero",LA LIBERTAD AVANZA,0.39,0,0.07,1.23,17.44,41.64,0.2,0.09,0.26,0.2,0.04,0,0,0,38.42,21,0,4,66,936,2235,11,5,14,11,2,0,0,0,2062,69.08,8180,5651,4.23,0.09,0.71,239,5
486,SANTIAGO DEL ESTERO_CAPITAL,"Capital, Santiago Del Estero",UNION POR LA PATRIA,1.71,0.1,0.13,1.69,14.97,31.22,0.33,0.15,0.3,3.55,0.3,0,0.02,0,45.53,2940,178,218,2909,25722,53639,565,264,514,6102,513,0,28,1,78243,70.07,257368,180332,3.52,0.18,1.01,6345,324
487,SANTIAGO DEL ESTERO_CHOYA,"Choya, Santiago Del Estero",UNION POR LA PATRIA,0.97,0,0.16,2.97,9.88,22.3,0.3,0.19,0.28,1.62,0.27,0,0.03,0,61.03,200,0,33,613,2036,4595,61,39,58,333,56,1,6,0,12578,66.78,32169,21484,3,0.11,0.96,645,23
488,SANTIAGO DEL ESTERO_COPO,"Copo, Santiago Del Estero",UNION POR LA PATRIA,1.7,0,0.27,1.02,7.98,26.16,0.46,0.18,0.32,0.62,0.17,0,0.04,0,61.07,230,0,37,138,1078,3532,62,24,43,84,23,0,5,0,8246,54.2,26208,14204,1.94,2.57,0.43,276,365
489,SANTIAGO DEL ESTERO_FIGUEROA,"Figueroa, Santiago Del Estero",UNION POR LA PATRIA,0.39,0,0.2,0.63,4.77,10.41,0.36,0.21,0.16,1.49,0.12,0,0.02,0,81.23,36,0,18,58,438,955,33,19,15,137,11,0,2,0,7453,61.84,15391,9518,1.7,1.45,0.45,162,138
490,SANTIAGO DEL ESTERO_GENERAL TABOADA,"General Taboada, Santiago Del Estero",UNION POR LA PATRIA,0.56,0.11,0.21,1.3,8.38,27.81,0.43,0.2,0.18,0.94,0.1,0,0.02,0,59.76,127,25,48,293,1889,6271,97,46,40,212,22,1,4,0,13475,63.64,36897,23481,3.1,0.22,0.64,729,51
491,SANTIAGO DEL ESTERO_GUASAYAN,"Guasayan, Santiago Del Estero",UNION POR LA PATRIA,0.36,0,0.03,1.11,9.78,15.62,0.23,0.13,0.1,0.28,0.26,0,0,0,72.11,14,0,1,43,380,607,9,5,4,11,10,0,0,0,2803,51.55,7695,3967,1.29,0.23,0.5,51,9
492,SANTIAGO DEL ESTERO_JIMENEZ,"Jimenez, Santiago Del Estero",UNION POR LA PATRIA,0.64,0,0.25,0.72,4.93,17.34,0.31,0.11,0.11,0.12,0.11,0,0,0,75.39,48,0,19,54,371,1305,23,8,8,9,8,0,0,0,5675,63.08,12284,7749,2.22,0.25,0.39,172,19
493,SANTIAGO DEL ESTERO_JUAN F. IBARRA,"Juan F. Ibarra, Santiago Del Estero",UNION POR LA PATRIA,0.38,0.08,0.21,0.72,7.75,27.15,0.26,0.18,0.11,0.99,0.14,0,0,0,62.04,24,5,13,45,486,1702,16,11,7,62,9,0,0,0,3889,45.76,14569,6667,1.9,3.25,0.81,127,217
494,SANTIAGO DEL ESTERO_LORETO,"Loreto, Santiago Del Estero",UNION POR LA PATRIA,0.57,0.12,0.13,1.55,8.42,30.07,0.43,0.19,0.21,1.53,0.11,0,0,0,56.66,71,15,16,193,1048,3742,54,24,26,191,14,0,0,0,7051,68.21,19250,13131,3.4,1.13,0.69,447,148
495,SANTIAGO DEL ESTERO_MITRE,"Mitre, Santiago Del Estero",UNION POR LA PATRIA,0.61,0,0,1.43,23.36,17.83,0.2,0,0,0,0,0,0,0,56.56,3,0,0,7,114,87,1,0,0,0,0,0,0,0,276,48.02,1058,508,2.76,0.79,0.39,14,4
496,SANTIAGO DEL ESTERO_MORENO,"Moreno, Santiago Del Estero",UNION POR LA PATRIA,0.39,0.04,0.18,1.03,8.42,34.46,0.32,0.14,0.21,0.77,0.05,0,0.02,0,53.96,66,6,30,173,1408,5762,54,24,35,128,9,0,4,0,9022,58.3,29722,17327,2.13,0.9,0.47,369,156
497,SANTIAGO DEL ESTERO_OJO DE AGUA,"Ojo De Agua, Santiago Del Estero",UNION POR LA PATRIA,0.34,0.05,0.13,3.79,9.99,26.16,0.21,0.1,0.16,1.13,0.07,0,0.01,0,57.86,28,4,11,312,822,2153,17,8,13,93,6,0,1,0,4762,64.83,13288,8615,3.62,0.26,0.59,312,22
498,SANTIAGO DEL ESTERO_PELLEGRINI,"Pellegrini, Santiago Del Estero",UNION POR LA PATRIA,1.22,0.13,0.13,0.5,6.63,19.74,0.66,0.22,0.12,0.32,0.1,0,0.01,0,70.22,137,14,14,56,742,2209,74,25,13,36,11,0,1,0,7858,60.38,18921,11424,1.51,0.24,0.31,172,27
499,SANTIAGO DEL ESTERO_QUEBRACHOS,"Quebrachos, Santiago Del Estero",UNION POR LA PATRIA,0.65,0,0.24,4.75,14.4,30.19,0.73,0.28,0.32,1.62,0.2,0,0.02,0,46.62,33,0,12,241,731,1532,37,14,16,82,10,0,1,0,2366,62.34,8678,5410,4.1,1.28,0.81,222,69
500,SANTIAGO DEL ESTERO_RIO HONDO,"Rio Hondo, Santiago Del Estero",UNION POR LA PATRIA,0.85,0.04,0.24,1.09,7.82,27.75,0.34,0.2,0.35,0.51,0.27,0.01,0.01,0,60.52,282,12,79,363,2595,9203,114,67,115,168,88,4,4,0,20071,67.67,51685,34977,3.17,0.84,1.17,1109,294
501,SANTIAGO DEL ESTERO_RIVADAVIA,"Rivadavia, Santiago Del Estero",UNION POR LA PATRIA,0.72,0,0,4.25,26.08,30.42,0.23,0.05,0.23,0,0.27,0,0,0,37.75,16,0,0,94,577,673,5,1,5,0,6,0,0,0,835,59.89,3800,2276,2.46,0.18,0.18,56,4
502,SANTIAGO DEL ESTERO_ROBLES,"Robles, Santiago Del Estero",UNION POR LA PATRIA,0.52,0.09,0.15,0.96,8.65,30.56,0.28,0.18,0.2,1.21,0.24,0,0.01,0,56.95,135,24,38,251,2257,7971,72,47,53,316,63,1,2,0,14853,64.96,41526,26976,2.56,0.15,0.6,690,40
503,SANTIAGO DEL ESTERO_SALAVINA,"Salavina, Santiago Del Estero",UNION POR LA PATRIA,0.61,0,0.23,1.27,6.04,19.3,0.33,0.1,0.23,0.42,0.21,0,0,0,71.26,29,0,11,61,289,924,16,5,11,20,10,0,0,0,3412,61.37,8048,4939,2.57,0.22,0.26,127,11
504,SANTIAGO DEL ESTERO_SAN MARTIN,"San Martin, Santiago Del Estero",UNION POR LA PATRIA,0.34,0,0.1,1.16,3.91,12.69,0.12,0.07,0.22,0.27,0.05,0,0,0,81.07,14,0,4,47,159,516,5,3,9,11,2,0,0,0,3297,51.56,8036,4143,1.4,0.12,0.31,58,5
505,SANTIAGO DEL ESTERO_SARMIENTO,"Sarmiento, Santiago Del Estero",UNION POR LA PATRIA,0.24,0,0.05,0.62,6.67,15.79,0.48,0,0.05,5.33,0,0,0.05,0,70.73,5,0,1,13,139,329,10,0,1,111,0,0,1,0,1474,64.36,3342,2151,2.42,0.42,0.28,52,9
506,SANTIAGO DEL ESTERO_SILIPICA,"Silipica, Santiago Del Estero",UNION POR LA PATRIA,0.4,0,0.11,0.75,5.8,15.58,0.26,0.09,0.19,1.15,0.04,0,0,0,75.62,21,0,6,40,308,827,14,5,10,61,2,0,0,0,4014,68.9,7930,5464,2.45,0.16,0.24,134,9
507,TIERRA DEL FUEGO_ANTARTIDA ARGENTINA,"Antartida Argentina, Tierra Del Fuego",LA LIBERTAD AVANZA,0.51,0,0,1.03,30.77,64.1,0,0,0,0,0,0.51,0,0,3.08,1,0,0,2,60,125,0,0,0,0,0,1,0,0,6,69.2,289,200,1.5,0,1,3,0
508,TIERRA DEL FUEGO_RIO GRANDE,"Rio Grande, Tierra Del Fuego",LA LIBERTAD AVANZA,2.79,0,0.02,3.31,20.64,34.94,1,0.54,0.03,0.72,0.83,2.17,0,0,32.99,1449,0,12,1719,10710,18126,519,278,17,374,432,1124,0,1,17117,72.75,76471,55629,2.77,0.12,3.85,1543,67
509,TIERRA DEL FUEGO_TOLHUIN,"Tolhuin, Tierra Del Fuego",LA LIBERTAD AVANZA,1.63,0,0,2.72,15.32,47.94,0.33,0.33,0,1.63,0.46,1.28,0.16,0,28.22,60,0,0,100,564,1765,12,12,0,60,17,47,6,0,1039,68.08,5783,3937,2.29,0.05,4.14,90,2
510,TIERRA DEL FUEGO_USHUAIA,"Ushuaia, Tierra Del Fuego",LA LIBERTAD AVANZA,2.82,0.01,0,5.9,22.99,37.12,0.74,0.45,0.02,0.57,0.66,1.62,0,0.01,27.08,1193,6,0,2494,9711,15681,311,189,8,242,277,684,1,6,11438,69.29,65454,45354,3.39,0.2,3.28,1537,90
511,TUCUMAN_BURRUYACU,"Burruyacu, Tucuman",UNION POR LA PATRIA,2.24,0.11,0.39,0.81,11.9,29.13,0.38,0.26,0.35,1.56,0.14,0.07,0,0.03,52.63,577,29,101,208,3065,7501,98,66,90,401,37,18,1,8,13552,69.15,38497,26619,2.72,0.16,0.38,723,43
512,TUCUMAN_CAPITAL,"Capital, Tucuman",LA LIBERTAD AVANZA,2.2,0.11,0.29,1.24,29.93,38.12,0.31,0.21,0.35,2.97,0.41,0.33,0.01,0,23.53,6942,349,902,3907,94634,120529,969,650,1096,9393,1309,1045,28,1,74401,72.29,460824,333139,3.55,0.13,1.42,11814,435
